Brand Name,Identifier,Munsell Specification,Total Hue,Hue Prefix,Hue Letter(s),ASTM Hue,Value,Chroma
Girault,368,9.30YR 6.09/9.52,9.30YR,9.30,YR,19.30,6.09,9.52
Great American,360.1,6.55R 4.69/9.56,6.55R,6.55,R,6.55,4.69,9.56
Sennelier,146,0.56Y 6.48/9.58,0.56Y,0.56,Y,20.56,6.48,9.58
Schmincke,690H,0.53PB 5.09/9.59,0.53PB,0.53,PB,70.53,5.09,9.59
Unison,Y2,0.23Y 6.44/9.59,0.23Y,0.23,Y,20.23,6.44,9.59
Sennelier,942,2.26RP 5.29/9.60,2.26RP,2.26,RP,92.26,5.29,9.60
Blue Earth,R2A,5.41R 3.59/9.61,5.41R,5.41,R,5.41,3.59,9.61
Schmincke,009O,7.80Y 9.28/9.61,7.80Y,7.80,Y,27.80,9.28,9.61
Sennelier,795,9.79RP 6.76/9.62,9.79RP,9.79,RP,99.79,6.76,9.62
Unison,O16,7.39YR 7.90/9.63,7.39YR,7.39,YR,17.39,7.90,9.63
Sennelier,742,1.47B 5.58/9.64,1.47B,1.47,B,61.47,5.58,9.64
Great American,915.1,1.11YR 5.38/9.65,1.11YR,1.11,YR,11.11,5.38,9.65
Sennelier,252,0.97BG 4.99/9.67,0.97BG,0.97,BG,50.97,4.99,9.67
Mount Vision,763,8.28PB 5.01/9.67,8.28PB,8.28,PB,78.28,5.01,9.67
Great American,360.0,7.16R 3.70/9.68,7.16R,7.16,R,7.16,3.70,9.68
Sennelier,741,1.14B 5.10/9.70,1.14B,1.14,B,61.14,5.10,9.70
Sennelier,363,0.71P 3.27/9.71,0.71P,0.71,P,80.71,3.27,9.71
Sennelier,791,6.29R 3.46/9.74,6.29R,6.29,R,6.29,3.46,9.74
Blue Earth,P5B,5.99RP 6.03/9.74,5.99RP,5.99,RP,95.99,6.03,9.74
Great American,420.3,1.11PB 6.16/9.74,1.11PB,1.11,PB,71.11,6.16,9.74
Great American,355.0,2.09G 5.45/9.75,2.09G,2.09,G,42.09,5.45,9.75
Blue Earth,E7A,2.06GY 8.18/9.75,2.06GY,2.06,GY,32.06,8.18,9.75
Sennelier,783,0.31R 6.18/9.76,0.31R,0.31,R,0.31,6.18,9.76
Girault,369,0.14Y 6.71/9.76,0.14Y,0.14,Y,20.14,6.71,9.76
Great American,260.4,1.56RP 3.96/9.77,1.56RP,1.56,RP,91.56,3.96,9.77
Mount Vision,594,5.54Y 8.02/9.77,5.54Y,5.54,Y,25.54,8.02,9.77
Blue Earth,R5A,6.18R 6.50/9.78,6.18R,6.18,R,6.18,6.50,9.78
Great American,240.4,1.78RP 4.06/9.79,1.78RP,1.78,RP,91.78,4.06,9.79
Great American,585.3,4.60YR 7.63/9.79,4.60YR,4.60,YR,14.60,7.63,9.79
Unison,SC5,9.86R 4.40/9.80,9.86R,9.86,R,9.86,4.40,9.80
Schmincke,043M,1.49R 4.54/9.82,1.49R,1.49,R,1.49,4.54,9.82
Blue Earth,V3A,7.86P 4.96/9.82,7.86P,7.86,P,87.86,4.96,9.82
Schmincke,043D,4.86R 3.28/9.83,4.86R,4.86,R,4.86,3.28,9.83
Schmincke,054,0.21RP 3.72/9.83,0.21RP,0.21,RP,90.21,3.72,9.83
Girault,275,2.57G 4.49/9.83,2.57G,2.57,G,42.57,4.49,9.83
Sennelier,730,0.78B 6.23/9.83,0.78B,0.78,B,60.78,6.23,9.83
Great American,580.0,3.73Y 7.89/9.87,3.73Y,3.73,Y,23.73,7.89,9.87
Schmincke,045M,6.46RP 6.84/9.88,6.46RP,6.46,RP,96.46,6.84,9.88
Rembrandt,"618,5",9.74GY 7.17/9.89,9.74GY,9.74,GY,39.74,7.17,9.89
Great American,740.0,8.95PB 3.73/9.92,8.95PB,8.95,PB,78.95,3.73,9.92
Sennelier,347,6.19G 5.65/9.92,6.19G,6.19,G,46.19,5.65,9.92
Sennelier,805,4.15R 6.10/9.92,4.15R,4.15,R,4.15,6.10,9.92
Mount Vision,270,4.53Y 7.45/9.92,4.53Y,4.53,Y,24.53,7.45,9.92
Schmincke,009M,6.59Y 9.06/9.92,6.59Y,6.59,Y,26.59,9.06,9.92
Schmincke,690D,1.49PB 4.36/9.93,1.49PB,1.49,PB,71.49,4.36,9.93
Unison,Y10,3.53Y 8.48/9.93,3.53Y,3.53,Y,23.53,8.48,9.93
Sennelier,260,9.84B 5.29/9.96,9.84B,9.84,B,69.84,5.29,9.96
Girault,299,0.21Y 7.37/9.96,0.21Y,0.21,Y,20.21,7.37,9.96
Mount Vision,784,2.79P 5.68/9.97,2.79P,2.79,P,82.79,5.68,9.97
Unison,SC4,1.37YR 4.83/9.98,1.37YR,1.37,YR,11.37,4.83,9.98
Rembrandt,"205,5",0.28GY 8.55/9.98,0.28GY,0.28,GY,30.28,8.55,9.98
Mount Vision,101,3.11R 5.39/9.99,3.11R,3.11,R,3.11,5.39,9.99
Great American,575.2,4.76Y 8.77/9.99,4.76Y,4.76,Y,24.76,8.77,9.99
Schmincke,008H,9Y 9.4/10,9.00Y,9.00,Y,29.00,9.40,10.00
Schmincke,052H,2.78P 4.06/10.01,2.78P,2.78,P,82.78,4.06,10.01
Unison,A11,4.74Y 8.85/10.01,4.74Y,4.74,Y,24.74,8.85,10.01
Mount Vision,291,2.34Y 8.55/10.02,2.34Y,2.34,Y,22.34,8.55,10.02
Unison,Y3,2.50Y 6.90/10.04,2.50Y,2.50,Y,22.50,6.90,10.04
Schmincke,046M,7.21RP 6.94/10.04,7.21RP,7.21,RP,97.21,6.94,10.04
Schmincke,046B,6.97R 3.49/10.05,6.97R,6.97,R,6.97,3.49,10.05
Mount Vision,821,0.28G 5.59/10.05,0.28G,0.28,G,40.28,5.59,10.05
Girault,391,5.13PB 5.99/10.05,5.13PB,5.13,PB,75.13,5.99,10.05
Rembrandt,"331,7",0.82R 5.29/10.06,0.82R,0.82,R,0.82,5.29,10.06
Mount Vision,82,1.86PB 6.40/10.06,1.86PB,1.86,PB,71.86,6.40,10.06
Schmincke,052D,2.03P 3.59/10.08,2.03P,2.03,P,82.03,3.59,10.08
Schmincke,043H,1.48R 4.42/10.08,1.48R,1.48,R,1.48,4.42,10.08
Schmincke,010B,8.03YR 6.21/10.08,8.03YR,8.03,YR,18.03,6.21,10.08
Schmincke,003B,8.29Y 7.33/10.08,8.29Y,8.29,Y,28.29,7.33,10.08
Great American,590.3,1.82YR 7.66/10.08,1.82YR,1.82,YR,11.82,7.66,10.08
Mount Vision,622,4.76YR 5.52/10.09,4.76YR,4.76,YR,14.76,5.52,10.09
Schmincke,600D,7.46PB 2.50/10.10,7.46PB,7.46,PB,77.46,2.50,10.10
Sennelier,754,6.22Y 7.34/10.10,6.22Y,6.22,Y,26.22,7.34,10.10
Unison,A9,1.24Y 8.19/10.11,1.24Y,1.24,Y,21.24,8.19,10.11
Blue Earth,O4B,1.20YR 5.63/10.13,1.20YR,1.20,YR,11.20,5.63,10.13
Blue Earth,E6A,3.23GY 7.71/10.13,3.23GY,3.23,GY,33.23,7.71,10.13
Rembrandt,"570,5",1.64PB 4.22/10.14,1.64PB,1.64,PB,71.64,4.22,10.14
Schmincke,049M,3.26RP 5.30/10.14,3.26RP,3.26,RP,93.26,5.30,10.14
Girault,137,6.92YR 5.59/10.15,6.92YR,6.92,YR,16.92,5.59,10.15
Blue Earth,E5A,5.52GY 6.90/10.17,5.52GY,5.52,GY,35.52,6.90,10.17
Great American,855.2,4.48YR 7.11/10.17,4.48YR,4.48,YR,14.48,7.11,10.17
Sennelier,603,9.15Y 9.20/10.18,9.15Y,9.15,Y,29.15,9.20,10.18
Mount Vision,240,4.04RP 6.07/10.20,4.04RP,4.04,RP,94.04,6.07,10.20
Unison,G29,3.26GY 7.58/10.22,3.26GY,3.26,GY,33.26,7.58,10.22
Sennelier,333,8.71PB 4.71/10.23,8.71PB,8.71,PB,78.71,4.71,10.23
Unison,Y14,6.07YR 6.51/10.23,6.07YR,6.07,YR,16.07,6.51,10.23
Sennelier,101,4.24Y 8.72/10.24,4.24Y,4.24,Y,24.24,8.72,10.24
Sennelier,940,4.07RP 2.92/10.26,4.07RP,4.07,RP,94.07,2.92,10.26
Great American,420.2,9.28B 5.61/10.28,9.28B,9.28,B,69.28,5.61,10.28
Schmincke,056D,2.32P 4.75/10.29,2.32P,2.32,P,82.32,4.75,10.29
Unison,O10,4.04YR 7.50/10.31,4.04YR,4.04,YR,14.04,7.50,10.31
Sennelier,259,0.60PB 4.63/10.32,0.60PB,0.60,PB,70.60,4.63,10.32
Sennelier,721,5.21BG 6.13/10.33,5.21BG,5.21,BG,55.21,6.13,10.33
Sennelier,54,9.65RP 6.22/10.33,9.65RP,9.65,RP,99.65,6.22,10.33
Schmincke,076D,2.38G 5.81/10.35,2.38G,2.38,G,42.38,5.81,10.35
Great American,550.2,0.09G 7.19/10.35,0.09G,0.09,G,40.09,7.19,10.35
Great American,375.1,2.49P 5.04/10.36,2.49P,2.49,P,82.49,5.04,10.36
Schmincke,077D,0.71G 5.42/10.38,0.71G,0.71,G,40.71,5.42,10.38
Great American,710.1,7.10P 5.29/10.39,7.10P,7.10,P,87.10,5.29,10.39
Sennelier,924,5.87R 6.29/10.39,5.87R,5.87,R,5.87,6.29,10.39
Schmincke,600M,6.83PB 4.99/10.40,6.83PB,6.83,PB,76.83,4.99,10.40
Rembrandt,"506,7",6.44PB 5.51/10.40,6.44PB,6.44,PB,76.44,5.51,10.40
Mount Vision,284,4.07Y 6.36/10.41,4.07Y,4.07,Y,24.07,6.36,10.41
Schmincke,064H,4.27PB 5.79/10.42,4.27PB,4.27,PB,74.27,5.79,10.42
Girault,84,4.93R 6.05/10.42,4.93R,4.93,R,4.93,6.05,10.42
Great American,700.2,1.00RP 6.05/10.43,1.00RP,1.00,RP,91.00,6.05,10.43
Great American,570.3,0.67GY 9.28/10.43,0.67GY,0.67,GY,30.67,9.28,10.43
Sennelier,361,1.73P 1.50/10.44,1.73P,1.73,P,81.73,1.50,10.44
Schmincke,042H,0.09YR 7.38/10.47,0.09YR,0.09,YR,10.09,7.38,10.47
Rembrandt,"201,5",6.25Y 8.41/10.51,6.25Y,6.25,Y,26.25,8.41,10.51
Sennelier,282,3.67P 3.42/10.52,3.67P,3.67,P,83.67,3.42,10.52
Great American,655.1,3.96R 4.42/10.54,3.96R,3.96,R,3.96,4.42,10.54
Girault,138,8.93YR 6.26/10.54,8.93YR,8.93,YR,18.93,6.26,10.54
Great American,915.0,1.51YR 5.02/10.55,1.51YR,1.51,YR,11.51,5.02,10.55
Great American,710.2,8.90P 5.81/10.55,8.90P,8.90,P,88.90,5.81,10.55
Schmincke,009H,5.95Y 8.97/10.55,5.95Y,5.95,Y,25.95,8.97,10.55
Sennelier,281,3.24P 2.93/10.56,3.24P,3.24,P,83.24,2.93,10.56
Sennelier,205,6.24GY 7.56/10.56,6.24GY,6.24,GY,36.24,7.56,10.56
Great American,640.2,5.12R 5.55/10.57,5.12R,5.12,R,5.12,5.55,10.57
Unison,A17,9.06R 5.85/10.57,9.06R,9.06,R,9.06,5.85,10.57
Sennelier,310,1.13RP 3.18/10.59,1.13RP,1.13,RP,91.13,3.18,10.59
Sennelier,127,6.53YR 5.96/10.59,6.53YR,6.53,YR,16.53,5.96,10.59
Girault,100,6.67Y 8.78/10.59,6.67Y,6.67,Y,26.67,8.78,10.59
Rembrandt,"397,7",4.65RP 5.25/10.61,4.65RP,4.65,RP,94.65,5.25,10.61
Schmincke,063H,7.49PB 5.50/10.61,7.49PB,7.49,PB,77.49,5.50,10.61
Sennelier,85,8.59R 6.25/10.62,8.59R,8.59,R,8.59,6.25,10.62
Sennelier,941,1.60RP 3.31/10.63,1.60RP,1.60,RP,91.60,3.31,10.63
Sennelier,311,8.37P 4.74/10.64,8.37P,8.37,P,88.37,4.74,10.64
Mount Vision,752,8.44RP 4.44/10.65,8.44RP,8.44,RP,98.44,4.44,10.65
Sennelier,720,4.15BG 5.32/10.65,4.15BG,4.15,BG,54.15,5.32,10.65
Blue Earth,O3A,9.70R 4.45/10.68,9.70R,9.70,R,9.70,4.45,10.68
Sennelier,804,4.32R 5.47/10.68,4.32R,4.32,R,4.32,5.47,10.68
Unison,R10,5.67R 5.76/10.69,5.67R,5.67,R,5.67,5.76,10.69
Schmincke,042B,9.88R 4.49/10.70,9.88R,9.88,R,9.88,4.49,10.70
Sennelier,356,5.50PB 5.78/10.70,5.50PB,5.50,PB,75.50,5.78,10.70
Schmincke,076H,1.58G 6.28/10.71,1.58G,1.58,G,41.58,6.28,10.71
Girault,354,5.08PB 4.54/10.72,5.08PB,5.08,PB,75.08,4.54,10.72
Unison,Y13,6.25YR 5.73/10.72,6.25YR,6.25,YR,16.25,5.73,10.72
Sennelier,364,2.08P 4.33/10.75,2.08P,2.08,P,82.08,4.33,10.75
Great American,323.0,6.24PB 5.53/10.77,6.24PB,6.24,PB,76.24,5.53,10.77
Mount Vision,761,8.31PB 3.11/10.78,8.31PB,8.31,PB,78.31,3.11,10.78
Great American,260.5,2.12RP 3.96/10.78,2.12RP,2.12,RP,92.12,3.96,10.78
Mount Vision,710,1.84BG 5.19/10.78,1.84BG,1.84,BG,51.84,5.19,10.78
Great American,620.3,7.88R 6.49/10.79,7.88R,7.88,R,7.88,6.49,10.79
Mount Vision,561,9.83Y 8.49/10.81,9.83Y,9.83,Y,29.83,8.49,10.81
Sennelier,362,2.57P 2.54/10.83,2.57P,2.57,P,82.57,2.54,10.83
Great American,720.2,3.02P 5.47/10.83,3.02P,3.02,P,83.02,5.47,10.83
Sennelier,762,0.36G 7.37/10.83,0.36G,0.36,G,40.36,7.37,10.83
Great American,470.1,5.16PB 6.00/10.84,5.16PB,5.16,PB,75.16,6.00,10.84
Sennelier,272,9.46RP 4.34/10.87,9.46RP,9.46,RP,99.46,4.34,10.87
Sennelier,305,5.52R 5.29/10.87,5.52R,5.52,R,5.52,5.29,10.87
Unison,R8,6.09R 3.55/10.88,6.09R,6.09,R,6.09,3.55,10.88
Sennelier,622,6.35PB 4.46/10.89,6.35PB,6.35,PB,76.35,4.46,10.89
Schmincke,077H,8.95GY 7.12/10.89,8.95GY,8.95,GY,38.95,7.12,10.89
Schmincke,003O,9.73Y 9.47/10.89,9.73Y,9.73,Y,29.73,9.47,10.89
Sennelier,257,2.45PB 3.65/10.90,2.45PB,2.45,PB,72.45,3.65,10.90
Schmincke,040O,5.23R 6.93/10.93,5.23R,5.23,R,5.23,6.93,10.93
Sennelier,231,2.86GY 7.30/10.93,2.86GY,2.86,GY,32.86,7.30,10.93
Unison,J4,8.36R 5.78/10.94,8.36R,8.36,R,8.36,5.78,10.94
Blue Earth,Y4A,7.71YR 5.97/10.94,7.71YR,7.71,YR,17.71,5.97,10.94
Sennelier,266,7.52R 3.29/10.95,7.52R,7.52,R,7.52,3.29,10.95
Schmincke,040B,8.97R 4.05/10.96,8.97R,8.97,R,8.97,4.05,10.96
Mount Vision,342,6.00PB 4.20/10.97,6.00PB,6.00,PB,76.00,4.20,10.97
Great American,720.1,2.77P 4.03/10.98,2.77P,2.77,P,82.77,4.03,10.98
Mount Vision,651,9.05PB 4.62/10.98,9.05PB,9.05,PB,79.05,4.62,10.98
Mount Vision,271,3.53Y 7.82/10.98,3.53Y,3.53,Y,23.53,7.82,10.98
Mount Vision,753,6.39RP 5.40/10.99,6.39RP,6.39,RP,96.39,5.40,10.99
Girault,343,3.48YR 6.26/11.00,3.48YR,3.48,YR,13.48,6.26,11.00
Sennelier,267,5.84R 3.29/11.01,5.84R,5.84,R,5.84,3.29,11.01
Sennelier,84,9.88R 6.26/11.02,9.88R,9.88,R,9.88,6.26,11.02
Sennelier,612,0.33Y 8.16/11.02,0.33Y,0.33,Y,20.33,8.16,11.02
Blue Earth,V2A,8.02P 4.36/11.03,8.02P,8.02,P,88.02,4.36,11.03
Mount Vision,712,7.10GY 6.61/11.03,7.10GY,7.10,GY,37.10,6.61,11.03
Mount Vision,762,8.23PB 4.09/11.04,8.23PB,8.23,PB,78.23,4.09,11.04
Girault,99,7.28Y 8.86/11.04,7.28Y,7.28,Y,27.28,8.86,11.04
Rembrandt,"331,5",4.91R 3.77/11.08,4.91R,4.91,R,4.91,3.77,11.08
Great American,710.0,0.09RP 4.07/11.09,0.09RP,0.09,RP,90.09,4.07,11.09
Great American,390.1,0.02YR 5.78/11.09,0.02YR,0.02,YR,10.02,5.78,11.09
Girault,378,5.93R 3.52/11.11,5.93R,5.93,R,5.93,3.52,11.11
Unison,SC3,3.37YR 5.35/11.13,3.37YR,3.37,YR,13.37,5.35,11.13
Great American,550.1,0.40G 6.84/11.13,0.40G,0.40,G,40.40,6.84,11.13
Rembrandt,"371,7",2.36R 5.20/11.15,2.36R,2.36,R,2.36,5.20,11.15
Unison,BV10,6.55PB 5.92/11.15,6.55PB,6.55,PB,76.55,5.92,11.15
Girault,382,2.90R 4.79/11.18,2.90R,2.90,R,2.90,4.79,11.18
Mount Vision,411,9.66RP 4.89/11.18,9.66RP,9.66,RP,99.66,4.89,11.18
Rembrandt,"236,7",6.66YR 7.08/11.18,6.66YR,6.66,YR,16.66,7.08,11.18
Mount Vision,551,8.12Y 9.17/11.18,8.12Y,8.12,Y,28.12,9.17,11.18
Sennelier,713,0.45PB 5.51/11.19,0.45PB,0.45,PB,70.45,5.51,11.19
Blue Earth,Y5A,9.11YR 7.23/11.19,9.11YR,9.11,YR,19.11,7.23,11.19
Sennelier,601,8.68Y 9.11/11.19,8.68Y,8.68,Y,28.68,9.11,11.19
Sennelier,332,9.08PB 4.31/11.24,9.08PB,9.08,PB,79.08,4.31,11.24
Mount Vision,783,1.78P 4.65/11.24,1.78P,1.78,P,81.78,4.65,11.24
Rembrandt,"675,5",3.21G 6.07/11.25,3.21G,3.21,G,43.21,6.07,11.25
Unison,O5,8.99R 6.55/11.26,8.99R,8.99,R,8.99,6.55,11.26
Girault,52,3.07R 5.29/11.27,3.07R,3.07,R,3.07,5.29,11.27
Great American,570.1,9.30Y 9.07/11.27,9.30Y,9.30,Y,29.30,9.07,11.27
Sennelier,933,8.59R 6.54/11.28,8.59R,8.59,R,8.59,6.54,11.28
Blue Earth,P2A,1.35R 3.88/11.29,1.35R,1.35,R,1.35,3.88,11.29
Rembrandt,"505,7",5.15PB 5.01/11.30,5.15PB,5.15,PB,75.15,5.01,11.30
Mount Vision,711,1.05G 5.56/11.33,1.05G,1.05,G,41.05,5.56,11.33
Schmincke,010M,8.04YR 8.10/11.33,8.04YR,8.04,YR,18.04,8.10,11.33
Sennelier,331,9.03PB 4.32/11.34,9.03PB,9.03,PB,79.03,4.32,11.34
Unison,R4,0.46YR 6.31/11.34,0.46YR,0.46,YR,10.46,6.31,11.34
Sennelier,342,7.86YR 7.74/11.34,7.86YR,7.86,YR,17.86,7.74,11.34
Schmincke,041O,2.04R 6.48/11.35,2.04R,2.04,R,2.04,6.48,11.35
Blue Earth,O6A,3.17YR 7.37/11.35,3.17YR,3.17,YR,13.17,7.37,11.35
Great American,570.2,9.86Y 9.19/11.35,9.86Y,9.86,Y,29.86,9.19,11.35
Schmincke,047D,9.62RP 3.88/11.36,9.62RP,9.62,RP,99.62,3.88,11.36
Sennelier,384,2.63RP 6.93/11.36,2.63RP,2.63,RP,92.63,6.93,11.36
Rembrandt,"202,5",1.18Y 7.71/11.37,1.18Y,1.18,Y,21.18,7.71,11.37
Great American,860.2,5.40RP 5.95/11.40,5.40RP,5.40,RP,95.40,5.95,11.40
Rembrandt,"397,5",6.30RP 4.60/11.41,6.30RP,6.30,RP,96.30,4.60,11.41
Mount Vision,713,5.01GY 7.60/11.43,5.01GY,5.01,GY,35.01,7.60,11.43
Great American,750.0,9.91PB 3.64/11.44,9.91PB,9.91,PB,79.91,3.64,11.44
Rembrandt,"318,7",2.58R 5.64/11.45,2.58R,2.58,R,2.58,5.64,11.45
Mount Vision,560,9.23Y 8.76/11.45,9.23Y,9.23,Y,29.23,8.76,11.45
Unison,SC6,8.30R 4.29/11.46,8.30R,8.30,R,8.30,4.29,11.46
Girault,139,1.86Y 7.18/11.47,1.86Y,1.86,Y,21.86,7.18,11.47
Sennelier,83,8.87R 6.01/11.48,8.87R,8.87,R,8.87,6.01,11.48
Great American,855.1,2.69YR 6.45/11.48,2.69YR,2.69,YR,12.69,6.45,11.48
Sennelier,39,4.38YR 7.26/11.48,4.38YR,4.38,YR,14.38,7.26,11.48
Great American,420.0,2.15PB 3.77/11.49,2.15PB,2.15,PB,72.15,3.77,11.49
Mount Vision,621,5.91YR 6.25/11.49,5.91YR,5.91,YR,15.91,6.25,11.49
Mount Vision,613,3.36Y 7.23/11.49,3.36Y,3.36,Y,23.36,7.23,11.49
Sennelier,674,2.80R 5.68/11.50,2.80R,2.80,R,2.80,5.68,11.50
Girault,41,9.59R 6.12/11.50,9.59R,9.59,R,9.59,6.12,11.50
Sennelier,309,1.16RP 3.36/11.51,1.16RP,1.16,RP,91.16,3.36,11.51
Sennelier,270,1.80R 3.70/11.51,1.80R,1.80,R,1.80,3.70,11.51
Sennelier,268,4.92R 3.18/11.52,4.92R,4.92,R,4.92,3.18,11.52
Schmincke,045D,5.08R 3.39/11.52,5.08R,5.08,R,5.08,3.39,11.52
Great American,575.1,4.29Y 8.57/11.52,4.29Y,4.29,Y,24.29,8.57,11.52
Schmincke,057D,9.46PB 4.15/11.53,9.46PB,9.46,PB,79.46,4.15,11.53
Great American,690.2,1.48RP 6.57/11.53,1.48RP,1.48,RP,91.48,6.57,11.53
Unison,Port7,4.98R 4.52/11.56,4.98R,4.98,R,4.98,4.52,11.56
Sennelier,684,5.97R 5.41/11.57,5.97R,5.97,R,5.97,5.41,11.57
Schmincke,041B,6.75R 3.86/11.58,6.75R,6.75,R,6.75,3.86,11.58
Girault,198,8.90Y 8.49/11.58,8.90Y,8.90,Y,28.90,8.49,11.58
Great American,585.2,4.36YR 7.24/11.59,4.36YR,4.36,YR,14.36,7.24,11.59
Mount Vision,430,5.66PB 4.20/11.63,5.66PB,5.66,PB,75.66,4.20,11.63
Girault,50,4.80R 4.22/11.63,4.80R,4.80,R,4.80,4.22,11.63
Great American,750.1,0.51P 4.40/11.63,0.51P,0.51,P,80.51,4.40,11.63
Blue Earth,P5A,7.34RP 5.79/11.63,7.34RP,7.34,RP,97.34,5.79,11.63
Mount Vision,331,9.48PB 3.85/11.64,9.48PB,9.48,PB,79.48,3.85,11.64
Blue Earth,O5B,2.70YR 6.36/11.65,2.70YR,2.70,YR,12.70,6.36,11.65
Sennelier,48,6.16R 3.30/11.66,6.16R,6.16,R,6.16,3.30,11.66
Schmincke,004M,1.97Y 8.66/11.68,1.97Y,1.97,Y,21.97,8.66,11.68
Schmincke,060,7.20PB 3.15/11.69,7.20PB,7.20,PB,77.20,3.15,11.69
Great American,260.6,2.77RP 4.09/11.69,2.77RP,2.77,RP,92.77,4.09,11.69
Schmincke,005H,3.19YR 7.23/11.69,3.19YR,3.19,YR,13.19,7.23,11.69
Blue Earth,P4B,6.84RP 5.02/11.70,6.84RP,6.84,RP,96.84,5.02,11.70
Mount Vision,521,7.32PB 5.13/11.70,7.32PB,7.32,PB,77.32,5.13,11.70
Schmincke,005B,3.26YR 5.68/11.71,3.26YR,3.26,YR,13.26,5.68,11.71
Rembrandt,"370,7",9.13R 5.66/11.73,9.13R,9.13,R,9.13,5.66,11.73
Great American,570.0,8.71Y 9.04/11.75,8.71Y,8.71,Y,28.71,9.04,11.75
Mount Vision,782,1.00P 3.14/11.80,1.00P,1.00,P,81.00,3.14,11.80
Schmincke,072H,2.42G 6.81/11.80,2.42G,2.42,G,42.42,6.81,11.80
Great American,655.0,4.56R 4.06/11.82,4.56R,4.56,R,4.56,4.06,11.82
Sennelier,355,5.62PB 5.44/11.83,5.62PB,5.62,PB,75.62,5.44,11.83
Sennelier,703,4.82R 5.51/11.83,4.82R,4.82,R,4.82,5.51,11.83
Girault,305,7.31R 5.02/11.84,7.31R,7.31,R,7.31,5.02,11.84
Great American,420.1,0.88PB 4.61/11.85,0.88PB,0.88,PB,70.88,4.61,11.85
Mount Vision,731,3.01R 5.61/11.85,3.01R,3.01,R,3.01,5.61,11.85
Great American,240.5,2.60RP 4.42/11.87,2.60RP,2.60,RP,92.60,4.42,11.87
Schmincke,045H,4.45RP 5.43/11.87,4.45RP,4.45,RP,94.45,5.43,11.87
Mount Vision,341,6.41PB 3.49/11.88,6.41PB,6.41,PB,76.41,3.49,11.88
Girault,353,5.71PB 3.84/11.88,5.71PB,5.71,PB,75.71,3.84,11.88
Great American,590.2,1.74YR 7.15/11.88,1.74YR,1.74,YR,11.74,7.15,11.88
Mount Vision,743,9.85YR 7.27/11.88,9.85YR,9.85,YR,19.85,7.27,11.88
Sennelier,341,7.32YR 7.78/11.88,7.32YR,7.32,YR,17.32,7.78,11.88
Schmincke,046H,7.70RP 5.34/11.89,7.70RP,7.70,RP,97.70,5.34,11.89
Mount Vision,841,6.80R 6.29/11.90,6.80R,6.80,R,6.80,6.29,11.90
Rembrandt,"318,5",4.39R 4.72/11.91,4.39R,4.39,R,4.39,4.72,11.91
Great American,550.0,1.98G 5.67/11.91,1.98G,1.98,G,41.98,5.67,11.91
Unison,O15,7.33YR 7.69/11.95,7.33YR,7.33,YR,17.33,7.69,11.95
Mount Vision,81,2.86PB 5.45/11.96,2.86PB,2.86,PB,72.86,5.45,11.96
Schmincke,062H,6.63PB 5.31/11.97,6.63PB,6.63,PB,76.63,5.31,11.97
Unison,Y8,7.78YR 7.27/11.97,7.78YR,7.78,YR,17.78,7.27,11.97
Sennelier,710,1.65PB 4.22/11.99,1.65PB,1.65,PB,71.65,4.22,11.99
Unison,SC12,8.77PB 4.44/12.00,8.77PB,8.77,PB,78.77,4.44,12.00
Schmincke,064D,4.21PB 4.90/12.00,4.21PB,4.21,PB,74.21,4.90,12.00
Great American,325.0,0.83RP 5.92/12.01,0.83RP,0.83,RP,90.83,5.92,12.01
Unison,SC13,4.79PB 4.80/12.02,4.79PB,4.79,PB,74.79,4.80,12.02
Great American,700.1,2.06RP 5.15/12.04,2.06RP,2.06,RP,92.06,5.15,12.04
Unison,R3,8.93R 5.91/12.06,8.93R,8.93,R,8.93,5.91,12.06
Mount Vision,510,8.06PB 3.81/12.08,8.06PB,8.06,PB,78.06,3.81,12.08
Sennelier,760,1.34G 5.83/12.08,1.34G,1.34,G,41.34,5.83,12.08
Rembrandt,"235,5",0.54YR 5.88/12.08,0.54YR,0.54,YR,10.54,5.88,12.08
Great American,375.0,2.92P 4.16/12.14,2.92P,2.92,P,82.92,4.16,12.14
Mount Vision,381,9.83RP 5.71/12.15,9.83RP,9.83,RP,99.83,5.71,12.15
Sennelier,712,1.19PB 4.95/12.16,1.19PB,1.19,PB,71.19,4.95,12.16
Unison,R2,7.57R 4.68/12.17,7.57R,7.57,R,7.57,4.68,12.17
Rembrandt,"545,3",0.47RP 3.58/12.20,0.47RP,0.47,RP,90.47,3.58,12.20
Unison,R9,6.83R 5.11/12.20,6.83R,6.83,R,6.83,5.11,12.20
Rembrandt,"370,5",8.35R 5.19/12.20,8.35R,8.35,R,8.35,5.19,12.20
Mount Vision,742,7.78YR 7.06/12.23,7.78YR,7.78,YR,17.78,7.06,12.23
Mount Vision,100,3.44R 4.91/12.24,3.44R,3.44,R,3.44,4.91,12.24
Girault,342,2.74YR 6.03/12.25,2.74YR,2.74,YR,12.74,6.03,12.25
Sennelier,378,0.18R 3.53/12.26,0.18R,0.18,R,0.18,3.53,12.26
Unison,O1,9.86R 4.82/12.27,9.86R,9.86,R,9.86,4.82,12.27
Sennelier,52,2.41R 4.73/12.28,2.41R,2.41,R,2.41,4.73,12.28
Great American,340.1,6.88PB 5.17/12.28,6.88PB,6.88,PB,76.88,5.17,12.28
